567	6
568	7
569	8
570	9
571	10
572	11
573	12
574	13
575	14
576	15
577	16
578	17
579	18
580	19
581	20
582	21
583	22
584	23
585	24
586	25
587	26
588	27
589	28
590	29
591	30
592	31
593	32
594	0
595	1
596	2
597	3
598	4
599	5
600	6
601	7
602	8
603	9
604	10
605	11
606	12
607	13
608	14
609	15
610	16
611	17
612	18
613	19
614	20
615	21
616	22
617	23
618	24
619	25
620	26
621	27
622	28
623	29
624	30
625	31
626	32
627	0
628	1
629	2
630	3
631	4
632	5
633	6
634	7
635	8
636	9
637	10
638	11
639	12
640	13
641	14
642	15
643	16
644	17
645	18
646	19
647	20
648	21
649	22
650	23
651	24
652	25
653	26
654	27
655	28
656	29
657	30
658	31
659	32
660	0
661	1
662	2
663	3
664	4
665	5
666	6
667	7
668	8
669	9
670	10
671	11
672	12
673	13
674	14
675	15
676	16
677	17
678	18
679	19
680	20
681	21
682	22
683	23
684	24
685	25
686	26
687	27
688	28
689	29
690	30
691	31
692	32
693	0
694	1
695	2
696	3
697	4
698	5
699	6
700	7
701	8
702	9
703	10
704	11
705	12
706	13
707	14
708	15
709	16
710	17
711	18
712	19
713	20
714	21
715	22
716	23
717	24
718	25
719	26
720	27
721	28
722	29
723	30
724	31
725	32
726	0
727	1
728	2
729	3
730	4
731	5
732	6
733	7
734	8
735	9
736	10
737	11
738	12
739	13
740	14
741	15
742	16
743	17
744	18
745	19
746	20
747	21
748	22
749	23
750	24
751	25
752	26
753	27
754	28
755	29
756	30
757	31
758	32
759	0
760	1
761	2
762	3
763	4
764	5
765	6
766	7
767	8
768	9
769	10
770	11
771	12
772	13
773	14
774	15
775	16
776	17
777	18
778	19
779	20
780	21
781	22
782	23
783	24
784	25
785	26
786	27
787	28
788	29
789	30
790	31
791	32
792	0
793	1
794	2
795	3
796	4
797	5
798	6
799	7
800	8
801	9
802	10
803	11
804	12
805	13
806	14
807	15
808	16
809	17
810	18
811	19
812	20
813	21
814	22
815	23
816	24
817	25
818	26
819	27
820	28
821	29
822	30
823	31
824	32
825	0
826	1
827	2
828	3
829	4
830	5
831	6
832	7
833	8
834	9
835	10
836	11
837	12
838	13
839	14
840	15
841	16
842	17
843	18
844	19
845	20
846	21
847	22
848	23
849	24
850	25
851	26
852	27
853	28
854	29
855	30
856	31
857	32
858	0
859	1
860	2
861	3
862	4
863	5
864	6
865	7
866	8
867	9
868	10
869	11
870	12
871	13
872	14
873	15
874	16
875	17
876	18
877	19
878	20
879	21
880	22
881	23
882	24
883	25
884	26
885	27
886	28
887	29
888	30
889	31
890	32
891	0
892	1
893	2
894	3
895	4
896	5
897	6
898	7
899	8
900	9
901	10
902	11
903	12
904	13
905	14
906	15
907	16
908	17
909	18
910	19
911	20
912	21
913	22
914	23
915	24
916	25
917	26
918	27
919	28
920	29
921	30
922	31
923	32
924	0
925	1
926	2
927	3
928	4
929	5
930	6
931	7
932	8
933	9
934	10
935	11
936	12
937	13
938	14
939	15
940	16
941	17
942	18
943	19
944	20
945	21
946	22
947	23
948	24
949	25
950	26
951	27
952	28
953	29
954	30
955	31
956	32
957	0
958	1
959	2
960	3
961	4
962	5
963	6
964	7
965	8
966	9
967	10
968	11
969	12
970	13
971	14
972	15
973	16
974	17
975	18
976	19
977	20
978	21
979	22
980	23
981	24
982	25
983	26
984	27
985	28
986	29
987	30
988	31
989	32
990	0
991	1
992	2
993	3
994	4
995	5
996	6
997	7
998	8
999	9
1000	10
1001	11
1002	12
1003	13
1004	14
1005	15
1006	16
1007	17
1008	18
1009	19
1010	20
1011	21
1012	22
1013	23
1014	24
1015	25
1016	26
1017	27
1018	28
1019	29
1020	30
1021	31
1022	32
1023	0
1024	1
